m13_experiment,m13_epoch_min,m13_loss_rate,m13_density,m13_background_mode,method,n,offered_legit_resolution_rate_mean,offered_legit_resolution_rate_sd,offered_legit_resolution_rate_ci95_low,offered_legit_resolution_rate_ci95_high,observed_legit_resolution_rate_mean,observed_legit_resolution_rate_sd,observed_legit_resolution_rate_ci95_low,observed_legit_resolution_rate_ci95_high,false_defer_observed_legit_rate_mean,false_defer_observed_legit_rate_sd,false_defer_observed_legit_rate_ci95_low,false_defer_observed_legit_rate_ci95_high,p95_resolution_delay_ms_mean,p95_resolution_delay_ms_sd,p95_resolution_delay_ms_ci95_low,p95_resolution_delay_ms_ci95_high,p99_resolution_delay_ms_mean,p99_resolution_delay_ms_sd,p99_resolution_delay_ms_ci95_low,p99_resolution_delay_ms_ci95_high,reserve_grant_legit_p95_delay_ms_mean,reserve_grant_legit_p95_delay_ms_sd,reserve_grant_legit_p95_delay_ms_ci95_low,reserve_grant_legit_p95_delay_ms_ci95_high,reserve_grant_legit_p99_delay_ms_mean,reserve_grant_legit_p99_delay_ms_sd,reserve_grant_legit_p99_delay_ms_ci95_low,reserve_grant_legit_p99_delay_ms_ci95_high,attack_aes_amplification_mean,attack_aes_amplification_sd,attack_aes_amplification_ci95_low,attack_aes_amplification_ci95_high,actual_observation_loss_rate_mean,actual_observation_loss_rate_sd,actual_observation_loss_rate_ci95_low,actual_observation_loss_rate_ci95_high,reserve_grant_legit_count_mean,reserve_grant_legit_count_sd,reserve_grant_legit_count_ci95_low,reserve_grant_legit_count_ci95_high,reserve_grant_background_count_mean,reserve_grant_background_count_sd,reserve_grant_background_count_ci95_low,reserve_grant_background_count_ci95_high,reserve_grant_attack_count_mean,reserve_grant_attack_count_sd,reserve_grant_attack_count_ci95_low,reserve_grant_attack_count_ci95_high,budget_skip_legit_count_mean,budget_skip_legit_count_sd,budget_skip_legit_count_ci95_low,budget_skip_legit_count_ci95_high,budget_skip_background_count_mean,budget_skip_background_count_sd,budget_skip_background_count_ci95_low,budget_skip_background_count_ci95_high,budget_skip_attack_count_mean,budget_skip_attack_count_sd,budget_skip_attack_count_ci95_low,budget_skip_attack_count_ci95_high
main,5,0.2,5000.0,unique,P3-Persist,20,0.664345,0.010031,0.65965,0.66904,0.83245,0.005669,0.829797,0.835103,0.174659,0.005753,0.171967,0.177352,0.0,0.0,0.0,0.0,25.0,44.426166,4.207914,45.792086,75.0,41.35851,55.643622,94.356378,100.0,0.0,100.0,100.0,33453.504,556.134519,33193.225033,33713.782967,0.199826,0.000586,0.199551,0.2001,208.1,10.041493,203.400437,212.799563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,4.926833,21.894171,26.505829,74200.85,204.620387,74105.084711,74296.615289,18037.85,104.777094,17988.81281,18086.88719
main,5,0.4,100.0,unique,BudgetDoS,20,0.308274,0.06239,0.279074,0.337474,0.512512,0.10344,0.4641,0.560924,0.487488,0.10344,0.439076,0.5359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49653.072,106.37046,49603.289092,49702.854908,0.399958,0.001059,0.399463,0.400454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.75,155.375902,676.031839,821.468161,1479.5,49.615893,1456.279047,1502.720953,147494.35,306.759167,147350.78229,147637.91771
main,5,0.4,100.0,unique,P3-NoPersist,20,0.338995,0.024779,0.327398,0.350591,0.563504,0.039675,0.544936,0.582073,0.437079,0.039439,0.418621,0.455537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49667.184,108.323289,49616.48714,49717.88086,0.399958,0.001059,0.399463,0.400454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65,12.162388,38.957827,50.342173,1106.55,44.28315,1085.824848,1127.275152,13481.35,128.913792,13421.016488,13541.683512
main,5,0.4,100.0,unique,P3-Persist,20,0.482583,0.010736,0.477558,0.487608,0.802174,0.008234,0.79832,0.806028,0.205532,0.009006,0.201317,0.209746,0.0,0.0,0.0,0.0,34.45,46.014271,12.914658,55.985342,75.75,40.49935,56.795721,94.704279,100.0,0.0,100.0,100.0,49714.56,97.455244,49668.949542,49760.170458,0.399958,0.001059,0.399463,0.400454,163.7,8.712363,159.622489,167.777511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,6.173799,20.410573,26.189427,1106.5,44.382903,1085.728162,1127.271838,13481.4,128.783539,13421.127448,13541.672552
main,5,0.4,1000.0,unique,BudgetDoS,20,0.330839,0.047304,0.308699,0.352978,0.546434,0.077981,0.509937,0.58293,0.453566,0.077981,0.41707,0.490063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45628.128,276.427732,45498.755839,45757.500161,0.399951,0.001034,0.399467,0.400435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.7,120.041703,644.518753,756.881247,14776.6,128.381176,14716.51576,14836.68424,147714.9,382.087604,147536.077497,147893.722503
main,5,0.4,1000.0,unique,P3-NoPersist,20,0.347542,0.035237,0.331051,0.364034,0.573911,0.057031,0.547219,0.600602,0.426414,0.056951,0.39976,0.453067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45634.176,262.235031,45511.446228,45756.905772,0.399951,0.001034,0.399467,0.400435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,16.50869,35.973695,51.426305,11032.4,118.484021,10976.947771,11087.852229,13469.0,104.766407,13419.967812,13518.032188
main,5,0.4,1000.0,unique,P3-Persist,20,0.48609,0.008142,0.482279,0.4899,0.802804,0.005477,0.80024,0.805367,0.204807,0.005987,0.202005,0.207609,0.0,0.0,0.0,0.0,30.2,41.190955,10.92204,49.47796,84.75,36.543953,67.646903,101.853097,100.0,0.0,100.0,100.0,45687.6,263.899916,45564.091037,45811.108963,0.399951,0.001034,0.399467,0.400435,163.65,6.998308,160.374691,166.925309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,6.539556,17.589394,23.710606,11032.2,118.410348,10976.782251,11087.617749,13468.55,104.91474,13419.44839,13517.65161
main,5,0.4,5000.0,unique,BudgetDoS,20,0.338179,0.038714,0.32006,0.356298,0.563232,0.063756,0.533394,0.593071,0.436768,0.063756,0.406929,0.466606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33490.8,390.636365,33307.976553,33673.623447,0.400168,0.000932,0.399732,0.400605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.95,91.188339,629.272544,714.627456,74206.4,223.487525,74101.804619,74310.995381,148251.5,462.043459,148035.257005,148467.742995
main,5,0.4,5000.0,unique,P3-NoPersist,20,0.33241,0.028749,0.318955,0.345865,0.553978,0.050413,0.530384,0.577572,0.446346,0.050457,0.422731,0.46996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33493.824,386.923866,33312.738056,33674.909944,0.400168,0.000932,0.399732,0.400605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.05,16.113006,38.508881,53.591119,55495.5,213.467488,55395.59414,55595.40586,13484.4,84.612678,13444.800048,13523.999952
main,5,0.4,5000.0,unique,P3-Persist,20,0.482278,0.008676,0.478217,0.486338,0.803271,0.00609,0.800421,0.806121,0.204016,0.007192,0.20065,0.207382,0.0,0.0,0.0,0.0,28.3,43.636175,7.877641,48.722359,83.5,36.132068,66.589672,100.410328,100.0,0.0,100.0,100.0,33516.0,385.156259,33335.741322,33696.258678,0.400168,0.000932,0.399732,0.400605,163.85,5.224185,161.405006,166.294994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,5.67914,17.742081,23.057919,55495.0,213.357866,55395.145445,55594.854555,13484.3,84.894424,13444.568187,13524.031813
